"teamNum","matchNum","alliance","driveStation","startLocation","preload","mobility","autoPickups","autoFailedPickups","autoCones","autoCubes","autoBalance","communityPickups","neutralPickups","singlePickups","doublePickups","teleopCones","teleopCubes","shuttle","teleopBalance","buddyClimb","driver","scoutName","comments","scoredT","scoredA","scoredCones","scoredCubes","totalPickups","scoredLowT","scoredMidT","scoredHighT","scoredLowA","scoredMidA","scoredHighA","scoredTCones","scoredTCubes","scoredACones","scoredACubes","pointsT","pointsA","pointsTotal","ct"
2468,15,"b","b3",2,"cone",FALSE,NA,NA,"6","5","dock",1,0,7,0,"7,9,16,15","27,14",FALSE,"engage",FALSE,4,"Pozo","Would barely enter loading zone and would pick up piece from ground. Much more consistent with cones and pretty speedy. I would like to see them pick up from neutral zone
",6,2,5,3,8,1,3,2,0,0,2,4,2,1,1,21,12,33,22.5
4587,15,"r","r1",3,"cube",TRUE,NA,NA,NA,"5","na",0,0,0,2,"4,6",NA,FALSE,"engage",FALSE,2,"henry horvat","could score well, but struggled to pick up the game pieces. stood in the middle of the field for thirty seconds. 
",2,1,2,1,3,0,0,2,0,0,1,2,0,0,1,10,6,16,67.5
5427,16,"b","b1",3,"cone",TRUE,NA,NA,"9","2","na",0,1,0,3,"4",NA,FALSE,"park",FALSE,3,"Kari","Fumbled cones when picking up from double sub. Stalled out for last 45 seconds of match.
",1,2,2,1,3,0,0,1,0,0,2,1,0,1,1,5,12,17,135
3802,16,"r","r2",1,"cube",TRUE,NA,NA,NA,"8","na",0,2,0,3,"13,15,16","14,17",FALSE,"na",FALSE,3,"gabri","accurate, most took from shelf, no defense
",5,1,3,3,6,0,5,0,0,0,1,3,2,0,1,15,6,21,27
324,16,"r","r1",2,"cone",TRUE,NA,NA,"7",NA,"dock",0,1,0,5,"9,6,15,4,18","27",FALSE,"dock",FALSE,5,"henry horvat","good mobility and scoring but was unstable when arm was fully extended (rarely happened)
",6,1,6,1,7,1,2,3,0,0,1,5,1,1,0,23,6,29,22.5
5431,16,"b","b3",1,"cube",TRUE,NA,NA,NA,"2","na",0,3,1,0,"3,1,6","5",FALSE,"engage",FALSE,3,"novinski","died on the field at 75 seconds came back a bit after that, besides that intake is working well, single substation intake doesn't work well
",4,1,3,2,5,0,0,4,0,0,1,3,1,0,1,20,6,26,33.75
5923,17,"r","r3",2,"cube",TRUE,NA,NA,NA,"2","na",0,0,0,4,"1,3,10,12","20",FALSE,"fail",FALSE,3,"gordon","overall very consistant, scored with every cone they picked up and never missed, but not super fast or agile
",5,1,4,2,6,1,2,2,0,0,1,4,1,0,1,18,6,24,27
6377,17,"r","r1",1,"cone",TRUE,NA,NA,"9",NA,"engage",6,0,0,0,"7,6","8,5,25,26",FALSE,"na",FALSE,4,"henry horvat","exclusivley picked up pieces from community and moved and scored well
",6,1,3,4,7,2,0,4,0,0,1,2,4,1,0,24,6,30,22.5
8827,17,"r","r2",2,"cube",FALSE,NA,NA,NA,"22","na",0,0,0,0,NA,NA,FALSE,"engage",FALSE,3,"gabri","tried to play defense, actually partially succeeded
",0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,3,0
9080,18,"r","r2",3,"cone",TRUE,NA,NA,"19",NA,"na",0,0,0,2,"22,20",NA,FALSE,"engage",FALSE,2,"gabri","just sat in place some times, only scored hybrid, a little slow
",2,1,3,0,3,2,0,0,1,0,0,2,0,1,0,4,3,7,67.5
1255,18,"r","r3",1,"cube",TRUE,NA,NA,NA,"8","na",0,0,0,4,"4,3","2",FALSE,"engage",FALSE,3,"gordon","slow moving around and took a long time to pick up from shelf. not very accurate on scoring
",3,1,2,2,4,0,0,3,0,0,1,2,1,0,1,15,6,21,45
8019,18,"r","r1",2,"cube",FALSE,NA,NA,NA,"5","fail",0,0,0,0,NA,NA,FALSE,"na",FALSE,2,"henry horvat","bot froze up after auton and didnt move for the whole match
",0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,6,6,0
6800,18,"b","b3",3,"cone",TRUE,"4","3","18",NA,"na",0,0,3,3,"1,3","26,2,19,14",FALSE,"engage",FALSE,5,"soriano","their auton is messed up rn, i talked to them earlier and they said its because they finished the bot 2 days ago, so the bot is there but the code hasnt been tested as much as theyve wanted
",6,1,3,4,7,2,1,3,0,1,0,2,4,1,0,22,4,26,22.5
2882,18,"b","b1",3,"cube",TRUE,NA,NA,"9",NA,"na",0,1,0,0,NA,"14",FALSE,"na",FALSE,2,"Owen","got flipped over by its own teammate, very tippy swerve drive, slow neumatic intake
",1,1,1,1,2,0,1,0,0,0,1,0,1,1,0,3,6,9,135
5414,18,"b","b2",1,"cube",TRUE,"1,2",NA,NA,"19,20,21","na",0,2,3,2,"6,4","5,17,23",FALSE,"engage",FALSE,3,"novinski","intake, outake, auton are great, but they knocked over a teamate
",5,3,2,6,8,1,1,3,3,0,0,2,3,0,3,20,9,29,27
4639,19,"r","r1",2,"cube",TRUE,NA,NA,NA,"5","engage",0,0,0,3,"6,27,22",NA,FALSE,"na",FALSE,2,"horvat","drove sluggisly and arm fell off.
",3,1,3,1,4,2,0,1,0,0,1,3,0,0,1,9,6,15,45
9054,19,"r","r2",1,"cone",TRUE,NA,NA,"27",NA,"na",0,0,0,0,NA,NA,FALSE,"na",FALSE,1,"gabri","just didnt move after auton
",0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3,3,0
4219,19,"r","r3",3,"cube",TRUE,NA,NA,NA,"2","na",0,2,0,3,"1,4,3","11",FALSE,"engage",FALSE,3,"gordon","good intake and decent accuracy
",4,1,3,2,5,0,1,3,0,0,1,3,1,0,1,18,6,24,33.75
5892,19,"b","b1",2,"cube",TRUE,NA,NA,NA,"5","engage",0,1,3,0,NA,"25,23,24",FALSE,"na",FALSE,3,"Owen","flipped over after driving off the charge station (charge station was broken before the flip), only picked up cubes

",3,1,0,4,4,3,0,0,0,0,1,0,3,0,1,6,6,12,45
9128,19,"b","b2",1,"cone",TRUE,"4",NA,"1",NA,"fail",0,1,6,0,"6,7,15,10","14,8,2,11",FALSE,"park",FALSE,4,"novinski","really fast intake, outake, and driving. very good
",8,1,5,4,9,0,4,4,0,0,1,4,4,1,0,32,6,38,16.875
3847,19,"b","b3",3,"cone",TRUE,"3,4",NA,NA,"26,27","na",0,1,1,3,"3,4,12,13",NA,FALSE,"na",FALSE,5,"soriano","very fast but got stuck briefly when the charge station got damagesd
",4,2,4,2,6,0,2,2,2,0,0,4,0,0,2,16,6,22,33.75
9136,20,"r","r1",3,"cube",TRUE,NA,NA,NA,"22","na",0,2,1,0,"15,4","23",FALSE,"engage",FALSE,4,"gabri","very accurate, smart moves around the field.
",3,1,2,2,4,1,1,1,1,0,0,2,1,0,1,10,3,13,45
8177,20,"r","r3",2,"cube",TRUE,NA,NA,NA,"5","dock",1,3,3,0,"4,1,16,7,26","2,20,19",FALSE,"engage",FALSE,5,"gordon","very consistant and accurate
",8,1,5,4,9,3,1,4,0,0,1,5,3,0,1,29,6,35,16.875
6672,20,"r","r1",3,"cone",TRUE,NA,NA,"12,13","23","na",2,0,4,3,"9,7,18,16,15","17,27",FALSE,"engage",FALSE,5,"horvat","THE BEST TEAM BY FAR.
",7,3,7,3,10,1,4,2,1,2,0,5,2,2,1,24,11,35,19.286
9051,20,"b","b3",1,"cube",TRUE,NA,NA,NA,NA,"na",0,0,0,2,NA,"19,20,11",FALSE,"engage",FALSE,3,"soriano","slow when driving and slow to pick up game pieces from the shelf. just didnt seem like driver was very experienced. tank
",3,0,0,3,3,2,1,0,0,0,0,0,3,0,0,7,0,7,45
2689,20,"b","b2",2,"cone",FALSE,NA,NA,"22",NA,"engage",0,2,3,0,NA,"24,23,26,27,25",FALSE,"engage",FALSE,4,"novinski","drive's really good, intake's really good, played nice for a double balance, Great bot!
",5,1,1,5,6,5,0,0,1,0,0,0,5,1,0,10,3,13,27
4587,7,"r","r1",1,"cube",FALSE,NA,NA,NA,"8","na",0,0,0,2,"9,15",NA,FALSE,"engage",FALSE,3,"Gabriel","Deferred to alliance members in scoring, probably hurt their numbers by a cyle.",2,1,2,1,3,0,1,1,0,0,1,2,0,0,1,8,6,14,67.5
1296,15,"b","b2",3,"cube",FALSE,NA,NA,NA,"8","na",0,0,5,0,"4,13,24",NA,FALSE,"engage",FALSE,4,"Brittian","Pretty good driving. Pretty tippy but small frame makes up for it. Difficulty going over charge station. Intake arm was being a bit wack on one of the placements.",3,1,3,1,4,1,1,1,0,0,1,3,0,0,1,10,6,16,45
7503,17,"b","b2",1,"cone",TRUE,NA,NA,NA,NA,"na",0,0,0,0,NA,NA,FALSE,"engage",FALSE,2,"Brittian","Not too great driving. Shaky intake, tried for about 45 seconds to pick up from the ground, got 2 before dropping both. Gave up on that and played subpar defense for the rest of the match.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,20,"b","b1",3,"cube",TRUE,NA,NA,NA,"8","na",0,0,0,5,"9,7,4","5",FALSE,"na",FALSE,3,"Brittian","Pretty good bot. Could benefit from swerve but the driver does the best with what he has. Pretty quick intaking from double and scoring.",4,1,3,2,5,0,0,4,0,0,1,3,1,0,1,20,6,26,33.75
5613,16,"b","b1",2,"cube",FALSE,NA,NA,NA,"14","engage",0,0,2,0,NA,"17,27",TRUE,"engage",FALSE,3,"Gabriel","Risk of launching penalties. Not called this match but possible penalties. ",2,1,0,3,3,1,1,0,0,1,0,0,2,0,1,5,4,9,67.5
5427,11,"r","r1",3,"cone",TRUE,NA,"1,2","1",NA,"na",0,0,0,4,"18,21",NA,FALSE,"engage",FALSE,3,"Perumandla","Kind of slow, spent a lot of time in the loading station trying to get a cone towards the end, innacurate with a lot of placements and indecisive",2,1,3,0,3,1,1,0,0,0,1,2,0,1,0,5,6,11,67.5
4063,16,"r","r3",3,"cone",TRUE,NA,NA,"1",NA,"na",1,3,0,2,"3,10","2",FALSE,"dock",FALSE,3,"Perumandla","failed to pick up the first few cubes, slow but methodical driving, slow intake from shelf and long line up",3,1,3,1,4,0,1,2,0,0,1,2,1,1,0,13,6,19,45
1477,17,"b","b3",3,"cone",TRUE,"4,3",NA,"9","26,27","na",0,3,5,0,"3,1,4,19","2,8,20",FALSE,"fail",TRUE,4,"Perumandla","Very good chute placement was clean, neutral zone cubes were good but cones were very bad, failed their buddy climb and cancelled another team's",7,3,5,5,10,2,0,5,2,0,1,4,3,1,2,29,12,41,19.286
9140,17,"b","b1",2,"cube",TRUE,NA,NA,NA,"5","engage",0,0,0,3,"6,7",NA,FALSE,"fail",FALSE,2,"Perumandla","Climb was cancelled by 1477's buddy climb, slow to navigate traffic midfield, pretty fast placement and intake",2,1,2,1,3,0,0,2,0,0,1,2,0,0,1,10,6,16,67.5
8827,21,"b","b2",1,"cube",TRUE,NA,"1",NA,"20","na",0,0,0,0,NA,NA,FALSE,"engage",FALSE,2,"soriano","almost fouled by going into red charge station, driver just played defense but not well, seemed like he didnt know what to do
",0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,3,0
3802,21,"r","r1",1,"cube",TRUE,NA,NA,NA,"8","na",0,1,1,0,"27","26",FALSE,"engage",FALSE,1,"Poon","Intake practically unusable except for the one cube it picked up during the match. Seemed floppy?
",2,1,1,2,3,2,0,0,0,0,1,1,1,0,1,4,6,10,67.5
4063,21,"b","b1",3,"cone",TRUE,NA,NA,"18",NA,"na",0,2,0,2,"9,7,4,23",NA,TRUE,"engage",FALSE,3,"harold","had a bit of trouble getting on the charge station. did some shuttlebot work.
",4,1,5,0,5,1,0,3,0,1,0,4,0,1,0,17,4,21,33.75
6369,22,"b","b2",2,"cube",FALSE,NA,NA,NA,"21","na",0,0,4,0,"13,16,18","14",FALSE,"engage",FALSE,4,"soriano","very fast evasion around other bots, goes over charge station when placing pieces
",4,1,3,2,5,0,4,0,1,0,0,3,1,0,1,12,3,15,33.75
5431,22,"r","r1",3,"cone",TRUE,"4",NA,NA,"2","na",3,1,4,0,"1,3,6,9,15,18","5,14",FALSE,"dock",FALSE,4,"Poon","Much improved from Fort Worth. Efficient and consistent scoring. Did not manage to pull off a last second engage, instead docking.

",8,1,6,3,9,0,3,5,0,0,1,6,2,0,1,34,6,40,16.875
5923,2,"r","r2",2,"cone",TRUE,NA,NA,"4",NA,"na",0,0,0,3,"15,6",NA,FALSE,"dock",FALSE,3,"novinski","everybot with swerve, pretty fast, dropped a piece while placing, movement could be better
",2,1,3,0,3,0,1,1,0,0,1,2,0,1,0,8,6,14,67.5
6377,22,"b","b1",3,"cone",FALSE,"1",NA,"9","8","engage",0,2,6,0,"6","26,5,25,23,20",TRUE,"engage",FALSE,5,"harold","scored so many low I could not keep track of all of them. 2 high + balance auton! scored low very well very quickly. 
",6,2,2,6,8,4,0,2,0,0,2,1,5,1,1,18,12,30,22.5
5414,22,"r","r3",2,"cube",TRUE,"1,2",NA,NA,NA,"engage",2,1,1,4,"13,12,16,7","2,8,17,14",FALSE,"na",FALSE,5,"Duhe","- fast, bypassed defense- cube shooter missed in auton
",8,0,4,4,8,0,5,3,0,0,0,4,4,0,0,30,0,30,16.875
2882,23,"r","r3",1,NA,FALSE,NA,NA,NA,NA,"na",0,0,0,0,NA,NA,FALSE,"na",FALSE,1,"Duhe","-  not there
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,23,"b","b2",2,"cube",TRUE,NA,NA,NA,"5","dock",0,0,4,0,"3,10,12",NA,FALSE,"engage",FALSE,4,"soriano","fast cycle times but slow placing time for how fast their cycle time is, tipped and BALANCED ON THE TIP on charge station in auton
",3,1,3,1,4,0,2,1,0,0,1,3,0,0,1,11,6,17,45
7540,23,"r","r2",3,"cone",TRUE,NA,NA,"19",NA,"na",0,2,0,4,"1,3,4","5,2",FALSE,"fail",FALSE,2,"novinski","kind of slow and dropped a piece, had trouble with the charge station
",5,1,4,2,6,0,0,5,1,0,0,3,2,1,0,25,3,28,27
6800,23,"b","b1",3,"cone",TRUE,"4",NA,"18","27,26","na",0,0,3,4,"23,15,7,6","8,25,24",FALSE,"engage",FALSE,5,"harold","very good scorer. 
",7,3,5,5,10,3,1,3,2,1,0,4,3,1,2,24,10,34,19.286
3847,23,"r","r1",1,"cube",TRUE,"1",NA,NA,"8","dock",0,5,3,0,"7,6","23,5,24,26,27,21",FALSE,"dock",FALSE,5,"Poon","Fast and efficient scoring. Misses cubes occasionally. Could not pull off last minute engage.
",8,1,2,7,9,5,0,3,0,0,1,2,6,0,1,25,6,31,16.875
4639,24,"b","b2",1,"cube",TRUE,NA,NA,"20",NA,"na",0,0,0,0,NA,NA,TRUE,"na",FALSE,2,"soriano","rammed into wall and broke itself, could only crawl
",0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3,3,0
2582,24,"r","r2",3,"cone",TRUE,NA,NA,"1",NA,"na",0,2,2,1,"27,9,6","17",FALSE,"na",FALSE,2,"novinski","driver almost got a g204 violation, intake seems finnicky but works fine, a little slow, outake dropped a piece
",4,1,4,1,5,1,1,2,0,0,1,3,1,1,0,15,6,21,33.75
5892,24,"b","b1",2,"cube",TRUE,NA,NA,NA,"25","engage",0,1,3,0,NA,"26,8,5",FALSE,"engage",FALSE,2,"harold","did not fire the cubes well. missed most of those shots. made many attempts at scoring but missed many of them. has to run into cargo in order to pick it up, so not a very fast intake.
",3,1,0,4,4,1,0,2,1,0,0,0,3,0,1,12,3,15,45
9080,23,"r","r1",1,"cube",FALSE,NA,NA,NA,NA,"na",0,3,0,0,"27,26,25",NA,FALSE,"na",FALSE,2,"Poon","Did not score that much. Intake finicky. Only scored in low nodes. Inexperienced driver.
",3,0,3,0,3,3,0,0,0,0,0,3,0,0,0,6,0,6,45
2848,24,"r","r3",2,"cube",TRUE,NA,NA,NA,"5","engage",0,0,0,3,"3,6,27","2",FALSE,"engage",FALSE,2,"Duhe","- engaged with one other bot- defense significantly reduced efficiency- inefficient aiming at end, so had to settle for a low cone in order to engage
",4,1,3,2,5,1,0,3,0,0,1,3,1,0,1,17,6,23,33.75
2689,24,"b","b3",3,"cube",FALSE,NA,"3",NA,"26","na",0,6,0,0,"19","25,23,22,21,20",FALSE,"engage",FALSE,4,"Owen","small tank drive, can only shoot bottom, foul in auton for crossing midfield, attempted intake in auton but missed, played defense after filling most of the bottom, one team drove right through them, another was stopped, fairly good defense
",6,1,1,6,7,6,0,0,1,0,0,1,5,0,1,12,3,15,22.5
8019,25,"r","r3",3,"cube",TRUE,NA,"1",NA,"8","na",0,2,0,0,"9,27",NA,FALSE,"engage",FALSE,1,"Duhe","- froze near start of teleop for about 1 min- triple engage
",2,1,2,1,3,1,0,1,0,0,1,2,0,0,1,7,6,13,67.5
4219,25,"r","r1",2,"cube",FALSE,NA,NA,NA,"5","engage",0,0,0,3,"6,15,13",NA,FALSE,"engage",FALSE,2,"Poon","Intake very complicated to use (Robochargers but 0.1x speed). Slow. Sick auton though.
",3,1,3,1,4,0,2,1,0,0,1,3,0,0,1,11,6,17,45
324,25,"b","b2",3,"cone",TRUE,NA,"4","9",NA,"na",0,4,0,3,"1,4,3,12","2,8",FALSE,"engage",FALSE,3,"soriano","not great at scoring cones as the cones hang instead of place, kinda slow overall
",6,1,5,2,7,0,1,5,0,0,1,4,2,1,0,28,6,34,22.5
1255,25,"b","b1",2,"cube",FALSE,NA,NA,NA,"5","dock",0,0,0,3,"7,6,25",NA,FALSE,"park",FALSE,3,"harold","spent a lot of time trying to pick up a cube from the shelf, but ultimately failed. can pick up cones from the shelf. nearly tipped over at some point but did not. 
",3,1,3,1,4,1,0,2,0,0,1,3,0,0,1,12,6,18,45
8177,25,"r","r2",3,"cone",TRUE,NA,"1","1",NA,"na",0,7,2,0,"3,4,6,16","2,5,17,26",FALSE,"engage",FALSE,5,"novinski","REALLY fast and consistent driving, played nice for a triple balance, runs circles around defense
",8,1,5,4,9,1,2,5,0,0,1,4,4,1,0,33,6,39,16.875
5613,25,"b","b3",1,"cube",FALSE,NA,NA,NA,"11","na",0,0,4,0,NA,"22,24,25",FALSE,"engage",FALSE,2,"Owen","tank drive, bucket intake, missed a couple of shots at the bottom row, bot was in the way of teammates, dropped cubes in the middle when hit
",3,1,0,4,4,3,0,0,0,1,0,0,3,0,1,6,4,10,45
2468,26,"b","b2",2,"cube",TRUE,NA,NA,NA,"5","engage",0,0,9,0,"15,6,7,9,21","14,11,22",FALSE,"engage",FALSE,5,"soriano","very fast overall, fast cycle and placement times
",8,1,5,4,9,2,3,3,0,0,1,5,3,0,1,28,6,34,16.875
3679,26,"r","r2",2,NA,FALSE,NA,NA,NA,NA,"na",0,3,1,0,NA,"14,24,21,25",FALSE,"engage",FALSE,4,"novinski","good driver, weird placement on the grid, drove well for a fast double engage
",4,0,0,4,4,3,1,0,0,0,0,0,4,0,0,9,0,9,33.75
1477,26,"r","r1",3,"cone",TRUE,"4",NA,"1",NA,"na",3,2,3,0,"9,27,7,6,25,21","8,22",TRUE,"na",FALSE,5,"Poon","Shuttled in auton and beginning of teleop. Proceeded to score lots of cones in all nodes.
",8,1,7,2,9,4,0,4,0,0,1,6,2,1,0,28,6,34,16.875
9136,26,"b","b1",3,"cube",TRUE,NA,NA,NA,"8","na",1,0,0,3,"18,16,13,12",NA,FALSE,"engage",FALSE,3,"harold","pretty consistent with scoring cones. a bit slow on scoring cones, however. 
",4,1,4,1,5,0,4,0,0,0,1,4,0,0,1,12,6,18,33.75
9128,26,"r","r3",1,"cone",TRUE,"2","1",NA,NA,"dock",0,3,1,2,"21","2,19,11,17",FALSE,"engage",FALSE,3,"Duhe","- fast- intake unreliable on ground, but quick at shelf- aim dubious, extake often chaotic, so there were many misses
",5,0,1,4,5,2,2,1,0,0,0,1,4,0,0,15,0,15,27
4587,26,"b","b3",1,"cube",TRUE,NA,NA,NA,"2","na",0,0,0,6,"1,10",NA,FALSE,"park",FALSE,1,"Owen","everybot, dropped at least 5 cones from the shelf, human player didnt help the driver, almost cost the team the engage by drivin onto the charge station
",2,1,2,1,3,0,1,1,0,0,1,2,0,0,1,8,6,14,67.5
5414,27,"b","b2",1,"cube",TRUE,"3","2",NA,"20,23","engage",1,2,0,5,"25,6,4,15,13","22,14,17",FALSE,"engage",FALSE,5,"soriano","very fast all around, very fast shelf pickup for their arm design
",8,2,5,5,10,2,4,2,2,0,0,5,3,0,2,26,6,32,16.875
6800,27,"r","r2",3,"cone",TRUE,"1","2","10,20",NA,"na",0,1,2,3,"12,4,3","5,2,19",FALSE,"engage",FALSE,3,"novinski","really fast and consistent, but runs into people and is susceptible to defense
",6,2,5,3,8,1,1,4,1,1,0,3,3,2,0,25,7,32,22.5
6672,27,"r","r1",2,"cone",FALSE,NA,NA,"6",NA,"engage",1,4,0,3,"9,7,1,16","8,17,25,24",FALSE,"engage",FALSE,5,"Poon","Scored lots and was cruisin. op auton.
",8,1,5,4,9,2,2,4,0,0,1,4,4,1,0,30,6,36,16.875
9181,27,"b","b1",3,"cube",TRUE,NA,NA,NA,"26","na",0,0,0,4,"15,13,25","14",FALSE,"park",FALSE,3,"harold","slow robot. slow intake. slow. mostly consistent with the scoring that it does do though. 
",4,1,3,2,5,1,3,0,1,0,0,3,1,0,1,11,3,14,33.75
9051,27,"r","r3",1,"cube",TRUE,NA,NA,NA,NA,"na",0,0,0,1,NA,NA,FALSE,"na",FALSE,1,"Duhe","- took 30+ seconds to intake from shelf, did not ground intake, one of the two attempts to shelf intake failed- bad aim, did not even push missed cube into low node, just left
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9054,27,"b","b3",2,"cone",FALSE,NA,NA,"23",NA,"na",0,1,4,0,NA,"19",FALSE,"engage",FALSE,1,"Owen","tank drive, cant secure any pieces, if it gets hit while holding a piece it is a guaranteed drop, struggled with dribbling, :(
",1,1,1,1,2,1,0,0,1,0,0,0,1,1,0,2,3,5,135
2689,28,"b","b2",2,"cube",TRUE,NA,"4",NA,"24","na",1,0,6,0,NA,"20,26,21,5,23,22",FALSE,"engage",FALSE,4,"soriano","very fast, only scores on bottom i think, goes over charge station to get to grids
",6,1,0,7,7,5,0,1,1,0,0,0,6,0,1,15,3,18,22.5
3847,28,"b","b1",1,"cube",FALSE,"2",NA,NA,"19","engage",0,3,3,0,"6,7,9,15,4","5,26,25,8",FALSE,"park",FALSE,5,"harold","very good driving skills. very good scorer and good intake. 
",9,1,5,5,10,2,1,6,1,0,0,5,4,0,1,37,3,40,15
7503,28,"r","r1",1,"cube",TRUE,NA,NA,NA,NA,"na",0,2,0,3,NA,"25,26,24",TRUE,"na",FALSE,2,"Poon","No intake. Mid shuttlebot. Slightly slow.
",3,0,0,3,3,3,0,0,0,0,0,0,3,0,0,6,0,6,45
6369,28,"r","r2",2,"cube",FALSE,NA,NA,NA,"14","engage",0,4,1,2,"12,13,15,18,16","11",FALSE,"engage",FALSE,4,"novinski","good driving, really consistentenet intake/outake, got a hyper-fast double -balance
",6,1,5,2,7,0,6,0,0,1,0,5,1,0,1,18,4,22,22.5
5892,28,"r","r3",3,"cube",TRUE,NA,"4",NA,"11","na",0,0,0,5,NA,"25,24,26,23",FALSE,"engage",FALSE,3,"Duhe","- double engage- very fast, but missed almost all cube shots, had to settle for low/doubled cubes- shelf intake ok
",4,1,0,5,5,4,0,0,0,1,0,0,4,0,1,8,4,12,33.75
4063,28,"b","b3",1,"cone",TRUE,NA,NA,"1",NA,"na",0,0,0,4,"3,19","2",FALSE,"engage",FALSE,3,"Owen","tank drive, teammates slowed them down but the robot is still fairly slow, missed a cone scoring at the highest node, dropped a cone in community and pushed it into low (a cube was already there)
",3,1,3,1,4,1,0,2,0,0,1,2,1,1,0,12,6,18,45
9156,29,"b","b2",1,"cone",TRUE,NA,NA,"10",NA,"na",0,2,0,0,"20","19",TRUE,"engage",FALSE,1,"soriano","slowwwww, just shuttled pieces around and also pushed red alliance bot into charge station
",2,1,2,1,3,2,0,0,0,1,0,1,1,1,0,4,4,8,67.5
9140,29,"r","r2",2,"cube",TRUE,NA,NA,NA,"5","engage",0,0,0,4,"3,7,12,13",NA,FALSE,"engage",FALSE,4,"novinski","great driving paired with a great intake/outake makes a great bot! Auton's really good too
",4,1,4,1,5,0,2,2,0,0,1,4,0,0,1,16,6,22,33.75
2582,29,"r","r1",1,"cone",TRUE,NA,NA,"9",NA,"na",0,3,3,0,"7,4","17,8,27,26",FALSE,"engage",FALSE,4,"Poon","Fast and efficient at scoring. Slightly lighter than the average robot.
",6,1,3,4,7,2,1,3,0,0,1,2,4,1,0,22,6,28,22.5
5427,29,"b","b3",3,"cone",TRUE,NA,NA,NA,NA,"na",0,0,0,5,"6,4,20","5",FALSE,"engage",FALSE,4,"harold","consistent scorer. seemed to only be able to pick up from the shelf. 
",4,0,3,1,4,1,0,3,0,0,0,3,1,0,0,17,0,17,33.75
4219,29,"r","r3",3,"cube",TRUE,NA,"4",NA,"2","na",0,0,0,1,"3",NA,FALSE,"na",FALSE,1,"Duhe","- did not do anything substantial beyond beginning of teleop- bit slow/unstable- unreliable/slow intake, leaving the robot vulnerable to defense
",1,1,1,1,2,0,0,1,0,0,1,1,0,0,1,5,6,11,135
4639,29,"b","b3",2,"cube",TRUE,NA,NA,NA,NA,"engage",0,0,0,3,"3","2",FALSE,"engage",FALSE,3,"Owen","tank drive, slow and a bit tippy, dropped a cone when hit, struggled to pick up a cone from the shelf, auton dropped its cube but it did balance
",2,0,1,1,2,0,0,2,0,0,0,1,1,0,0,10,0,10,67.5
1477,30,"b","b2",3,"cone",TRUE,"3","4","9","27","na",0,3,3,0,"6,16,19","24,8",FALSE,"fail",FALSE,4,"soriano","fast cyvle time, got piece stuck in bot and got 2 pieces in bot at one point
",5,2,4,3,7,2,1,2,1,0,1,3,2,1,1,17,9,26,27
7540,30,"r","r2",1,"cube",TRUE,NA,NA,NA,"17","na",0,2,0,2,"6,4","14",FALSE,"engage",FALSE,3,"novinski","CRAZY late double balance, a bit slow, dropped a piece, floor pickup is too slow
",3,1,2,2,4,0,1,2,0,1,0,2,1,0,1,13,4,17,45
5923,30,"b","b1",1,"cube",TRUE,NA,NA,NA,"2","na",0,0,0,4,"16,24,7","17",FALSE,"engage",FALSE,3,"harold","not a very fast robot. it is an everybot, so it can only pick up from the shelf, which is not very fast either.
",4,1,3,2,5,1,2,1,0,0,1,3,1,0,1,13,6,19,33.75
8177,30,"r","r1",3,"cone",TRUE,NA,NA,"3",NA,"na",0,7,0,2,"9,7,18,16","8,5,17,24",FALSE,"na",FALSE,5,"Poon","Very fast and efficient at scoring. Able to dodge defense. Decent Auton. 
",8,1,5,4,9,1,3,4,0,0,1,4,4,1,0,31,6,37,16.875
3802,30,"b","b3",2,"cube",TRUE,NA,NA,NA,"5","engage",0,0,0,4,"19,10","11",FALSE,"engage",FALSE,3,"Owen","tank drive, shelf intake, pretty slow, took probably 15 seconds to line up to score one cone, ran into its own team a few times
",3,1,2,2,4,1,2,0,0,0,1,2,1,0,1,8,6,14,45
1296,30,"r","r3",2,"cube",TRUE,NA,NA,NA,"14","engage",0,0,0,7,"3,12,13","2,11",FALSE,"engage",FALSE,3,"Duhe","- double engage, almost failed, very nice save- however, very unstable and has flimsy intake; thus, it drops a lot of cones- did not see ground intake, so it cant(?) pick up the dropped items- defense can make it drop pieces- nice speed
",5,1,3,3,6,0,3,2,0,1,0,3,2,0,1,19,4,23,27
6672,31,"r","r1",3,"cone",TRUE,"4,3",NA,"10,12","11","na",0,1,7,0,"9,7,15,13","8,5,17",FALSE,"na",FALSE,5,"gordon","still occacionally missing top cone
",7,3,6,4,10,0,3,4,0,3,0,4,3,2,1,29,12,41,19.286
9054,31,"r","r3",1,"cone",TRUE,NA,NA,"27",NA,"na",0,0,0,0,NA,NA,FALSE,"engage",FALSE,2,"minear","Tried to play defense the whole match with very little success
",0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3,3,0
